client_id,client_name,entity_type,industry_sector,region,credit_rating,rating_ordinal,debt_to_equity,interest_coverage,ebitda_margin,annual_sales_m,yield_spread_bps,debt_to_gdp,coupon_rate,yield_to_maturity,remaining_maturity,ead_m,seniority,collateral_type,historic_default,recovery_rate
CORP_305,Quantum Logistics,Corporate,Energy,UK,CCC/C,7,3.24,1.53,-0.0989,99.37,,,0.1122,0.1148,4.9,32.7,Senior Unsecured,Unsecured,0,0.5208
CORP_306,Vertex Utilities,Corporate,Technology,India,A,3,0.59,7.05,0.0476,108.39,,,0.0354,0.0413,8.8,41.39,Subordinated,Unsecured,0,0.0954
CORP_307,Global Group,Corporate,Finance,UK,AA,2,0.57,7.64,0.2981,87.47,,,0.0305,0.0399,5.6,70.79,Senior Secured,Physical Plant,0,0.6397
CORP_308,Quantum Holdings,Corporate,Finance,India,AA,2,0.48,9.21,0.2413,20.38,,,0.0149,0.0197,2.7,12.17,Senior Unsecured,Financial Collateral,0,0.7651
CORP_309,Vanguard Energy,Corporate,Finance,Germany,AA,2,0.45,10.28,0.4707,109.94,,,0.0275,0.0317,1.3,31.32,Senior Secured,Real Estate,0,0.8223
CORP_310,Apex Services,Corporate,Finance,India,A,3,1.1,10.28,0.2494,30.38,,,0.0313,0.0349,4.7,16.06,Senior Secured,Real Estate,0,0.7922
CORP_311,Apex Energy,Corporate,Finance,US,A,3,0.72,9.04,0.2418,11.69,,,0.0361,0.0404,1.1,14.59,Senior Secured,Financial Collateral,0,0.8699
CORP_312,United Utilities,Corporate,Energy,Brazil,A,3,0.86,8.62,0.3712,500.0,,,0.0237,0.0268,4.9,38.85,Senior Unsecured,Unsecured,0,0.2633
CORP_313,Synergy Technologies,Corporate,Utilities,Germany,BBB,4,1.77,4.21,0.2276,25.65,,,0.0476,0.0513,6.0,25.26,Senior Secured,Real Estate,0,0.64
CORP_314,Summit Technologies,Corporate,Finance,US,BBB,4,1.6,3.65,0.1376,144.82,,,0.0449,0.0515,8.4,7.68,Senior Secured,Financial Collateral,1,0.8497
CORP_315,Aero Holdings,Corporate,Utilities,UK,BB,5,1.44,5.26,0.1436,27.6,,,0.0658,0.0711,6.6,25.29,Senior Secured,Physical Plant,0,0.5507
CORP_316,Dynamic Pharmaceuticals,Corporate,Utilities,US,B,6,3.59,1.16,-0.0599,5.37,,,0.0923,0.1,6.9,24.17,Senior Secured,Real Estate,0,0.6665
CORP_317,Dynamic Technologies,Corporate,Utilities,US,BBB,4,1.06,4.9,0.2608,134.62,,,0.0412,0.047,1.9,39.19,Senior Unsecured,Financial Collateral,0,0.8234
CORP_318,Summit Services,Corporate,Energy,UK,A,3,0.75,7.07,0.2745,75.52,,,0.024,0.0284,7.1,95.55,Senior Secured,Real Estate,0,0.8068
CORP_319,Nova Industries,Corporate,Telecom,Germany,BB,5,2.52,3.65,0.0558,55.54,,,0.07,0.076,3.2,89.49,Subordinated,Unsecured,0,0.1364
CORP_320,Delta Holdings,Corporate,Telecom,Germany,BBB,4,2.96,4.99,0.2368,500.0,,,0.0567,0.0633,7.8,58.44,Senior Secured,Financial Collateral,0,0.8658
CORP_321,Vanguard Resources,Corporate,Telecom,South Africa,AAA,1,0.41,12.43,0.3074,15.82,,,0.0122,0.0186,1.2,63.62,Senior Unsecured,Unsecured,0,0.5119
CORP_322,Delta Pharmaceuticals,Corporate,Finance,US,AA,2,0.55,8.79,0.2583,95.59,,,0.0343,0.0418,8.0,68.85,Senior Secured,Financial Collateral,0,0.8706
CORP_323,Nova Utilities,Corporate,Technology,US,A,3,0.67,7.43,0.2124,104.35,,,0.0348,0.0366,9.2,24.21,Senior Unsecured,Unsecured,0,0.3701
CORP_324,Nova Infrastructure,Corporate,Technology,Germany,A,3,1.01,5.68,0.3973,102.89,,,0.0325,0.0337,4.6,16.25,Senior Unsecured,Unsecured,0,0.2918
CORP_325,Delta Industries,Corporate,Energy,US,AA,2,0.59,10.4,0.4026,55.97,,,0.0191,0.0262,2.7,22.12,Senior Secured,Real Estate,0,0.7334
CORP_326,Aero Logistics,Corporate,Utilities,South Africa,BBB,4,1.92,5.24,0.1316,65.85,,,0.0449,0.0489,2.1,12.65,Senior Secured,Real Estate,0,0.7122
CORP_327,Beacon Ventures,Corporate,Utilities,US,BBB,4,1.23,3.71,0.1989,48.42,,,0.0427,0.0491,2.2,26.79,Senior Secured,Physical Plant,0,0.646
CORP_328,Nordic Ventures,Corporate,Telecom,South Africa,BBB,4,2.09,3.34,0.2106,53.5,,,0.0436,0.0503,1.6,48.61,Senior Unsecured,Unsecured,0,0.3815
CORP_329,Alpha Services,Corporate,Telecom,Brazil,BBB,4,1.72,4.04,0.2559,17.77,,,0.0561,0.0579,2.0,65.95,Subordinated,Unsecured,0,0.1215
CORP_330,Nordic Group,Corporate,Technology,Brazil,A,3,0.92,6.77,0.2394,50.11,,,0.0358,0.0443,2.9,20.8,Senior Secured,Real Estate,0,0.7871
CORP_331,Apex Enterprises,Corporate,Finance,US,BBB,4,1.77,3.13,0.27,120.24,,,0.044,0.0469,5.3,39.74,Subordinated,Unsecured,0,0.1188
CORP_332,Global Logistics,Corporate,Utilities,India,AAA,1,0.38,12.54,0.3092,12.04,,,0.0151,0.0218,9.2,47.48,Senior Secured,Financial Collateral,0,0.8084
CORP_333,Crest Infrastructure,Corporate,Telecom,Brazil,BBB,4,1.87,3.2,0.1019,217.2,,,0.0488,0.0548,4.9,11.26,Senior Unsecured,Unsecured,0,0.4095
CORP_334,Pacific Energy,Corporate,Technology,UK,A,3,0.74,4.03,0.2904,29.27,,,0.0425,0.0488,1.3,20.75,Senior Unsecured,Unsecured,0,0.4048
CORP_335,United Group,Corporate,Technology,UK,BBB,4,1.45,3.44,0.2635,260.13,,,0.0514,0.0554,5.2,63.54,Senior Unsecured,Financial Collateral,0,0.8491
CORP_336,Core Technologies,Corporate,Technology,India,BBB,4,1.39,3.13,0.1964,31.47,,,0.0464,0.0512,8.7,101.31,Senior Unsecured,Unsecured,0,0.2855
CORP_337,Vertex Logistics,Corporate,Utilities,Germany,A,3,1.01,6.97,0.2817,23.29,,,0.0347,0.039,3.0,39.52,Senior Unsecured,Unsecured,0,0.4008
CORP_338,Dynamic Ventures,Corporate,Energy,US,AAA,1,0.22,10.13,0.3765,78.66,,,0.0222,0.0262,6.5,38.72,Senior Secured,Real Estate,0,0.7219
CORP_339,Aero Logistics,Corporate,Utilities,UK,AA,2,0.44,10.04,0.369,33.63,,,0.0196,0.0272,2.9,22.54,Senior Unsecured,Financial Collateral,0,0.8744
CORP_340,Titan Logistics,Corporate,Utilities,Germany,AA,2,0.91,11.78,0.4078,67.1,,,0.03,0.0361,1.1,6.88,Senior Unsecured,Unsecured,0,0.569
CORP_341,Global Telecom,Corporate,Energy,South Africa,A,3,0.93,8.98,0.2513,94.06,,,0.0312,0.0366,6.8,51.16,Senior Secured,Real Estate,0,0.838
CORP_342,Synergy Logistics,Corporate,Technology,UK,BBB,4,1.38,5.66,0.1898,65.01,,,0.0434,0.0481,1.1,49.65,Subordinated,Unsecured,0,0.1555
CORP_343,Beacon Logistics,Corporate,Technology,UK,BB,5,2.03,2.57,0.0254,46.6,,,0.0701,0.0767,2.0,103.95,Subordinated,Unsecured,0,0.1513
CORP_344,Beacon Pharmaceuticals,Corporate,Telecom,Brazil,BBB,4,1.38,6.16,0.1546,175.83,,,0.0484,0.0521,6.3,38.91,Subordinated,Unsecured,0,0.1627
CORP_345,Pacific Technologies,Corporate,Finance,US,AA,2,0.4,9.22,0.1986,40.8,,,0.0247,0.0295,5.9,6.79,Senior Unsecured,Financial Collateral,0,0.8796
CORP_346,Beacon Telecom,Corporate,Utilities,Brazil,BBB,4,1.69,3.63,0.1948,12.07,,,0.053,0.0561,9.5,39.71,Senior Unsecured,Unsecured,0,0.4631
CORP_347,Delta Enterprises,Corporate,Energy,Germany,B,6,3.65,0.52,-0.0177,59.16,,,0.0897,0.0952,9.3,8.93,Senior Unsecured,Unsecured,1,0.4266
CORP_348,Synergy Holdings,Corporate,Energy,South Africa,AA,2,0.51,12.23,0.2852,37.7,,,0.0208,0.0229,7.8,18.36,Senior Secured,Real Estate,0,0.7545
CORP_349,Crest Holdings,Corporate,Utilities,UK,BBB,4,1.76,4.47,0.1567,84.37,,,0.0463,0.0517,1.2,53.02,Senior Secured,Financial Collateral,0,0.8109
CORP_350,Titan Group,Corporate,Technology,India,BBB,4,1.96,4.48,0.0871,47.26,,,0.0577,0.0644,3.7,8.55,Senior Secured,Real Estate,0,0.7308
CORP_351,Quantum Energy,Corporate,Finance,Brazil,BBB,4,2.17,3.12,0.1627,500.0,,,0.0467,0.05,3.2,29.3,Senior Secured,Real Estate,0,0.7275
CORP_352,Core Infrastructure,Corporate,Technology,UK,BB,5,2.14,4.61,0.1382,113.33,,,0.0609,0.0635,4.6,34.86,Senior Secured,Financial Collateral,0,0.8237
CORP_353,Pacific Industries,Corporate,Technology,UK,A,3,0.64,4.82,0.3105,38.45,,,0.0305,0.0367,4.3,43.36,Senior Secured,Physical Plant,0,0.5341
CORP_354,Nova Telecom,Corporate,Finance,India,BBB,4,1.44,2.8,0.2337,163.37,,,0.0525,0.0582,9.0,132.47,Senior Unsecured,Unsecured,0,0.4244
CORP_355,Alpha Telecom,Corporate,Finance,South Africa,AA,2,0.36,9.79,0.4377,6.71,,,0.0327,0.0399,8.5,26.09,Subordinated,Unsecured,0,0.1362
CORP_356,Vanguard Technologies,Corporate,Utilities,UK,AA,2,0.45,11.32,0.4458,208.32,,,0.0312,0.0358,9.7,55.56,Senior Unsecured,Unsecured,0,0.5042
CORP_357,United Energy,Corporate,Utilities,US,BBB,4,1.74,2.42,0.1843,173.2,,,0.0477,0.0537,2.3,53.19,Senior Secured,Physical Plant,0,0.5898
CORP_358,Quantum Resources,Corporate,Energy,South Africa,AAA,1,0.23,12.62,0.4136,500.0,,,0.0254,0.0311,9.0,143.41,Senior Secured,Real Estate,0,0.7425
CORP_359,United Logistics,Corporate,Energy,India,AA,2,0.67,11.53,0.2986,48.5,,,0.017,0.0179,7.0,87.03,Subordinated,Unsecured,0,0.0925
CORP_360,Titan Enterprises,Corporate,Finance,India,A,3,0.75,7.78,0.2662,15.4,,,0.0301,0.0334,6.8,80.97,Senior Unsecured,Unsecured,0,0.439
CORP_361,Titan Resources,Corporate,Technology,UK,BBB,4,1.6,4.14,0.2061,35.97,,,0.0375,0.0466,9.5,23.95,Senior Unsecured,Unsecured,0,0.4151
CORP_362,Crest Ventures,Corporate,Finance,Germany,BBB,4,1.34,4.51,0.2164,125.6,,,0.0501,0.0527,7.1,147.91,Senior Unsecured,Financial Collateral,0,0.8585
CORP_363,Pacific Services,Corporate,Finance,Germany,AAA,1,0.28,9.58,0.4733,469.48,,,0.0156,0.0226,6.1,30.54,Senior Unsecured,Unsecured,0,0.335
CORP_364,Nova Enterprises,Corporate,Utilities,Brazil,BB,5,3.12,2.73,0.1473,45.74,,,0.0589,0.0617,5.6,74.24,Senior Secured,Real Estate,0,0.7266
CORP_365,Vertex Telecom,Corporate,Energy,South Africa,CCC/C,7,4.04,-0.58,-0.085,11.81,,,0.1161,0.1229,6.3,41.1,Subordinated,Unsecured,1,0.155
CORP_366,Summit Infrastructure,Corporate,Finance,India,A,3,1.16,8.5,0.3426,17.45,,,0.033,0.0373,10.0,14.44,Senior Secured,Financial Collateral,0,0.9285
CORP_367,Beacon Holdings,Corporate,Technology,India,BBB,4,1.55,3.98,0.2711,19.54,,,0.0442,0.0493,9.4,61.57,Senior Unsecured,Unsecured,0,0.4953
CORP_368,Dynamic Technologies,Corporate,Finance,India,BBB,4,2.41,4.89,0.2638,242.42,,,0.0422,0.0437,9.7,26.93,Senior Unsecured,Unsecured,0,0.3561
CORP_369,Beacon Ventures,Corporate,Telecom,UK,BBB,4,1.38,2.43,0.2767,52.26,,,0.0426,0.047,5.7,37.97,Subordinated,Unsecured,0,0.1719
CORP_370,Vanguard Ventures,Corporate,Utilities,Brazil,BB,5,2.39,2.41,0.1616,91.88,,,0.0652,0.0731,3.1,51.36,Subordinated,Unsecured,0,0.1864
CORP_371,Delta Utilities,Corporate,Utilities,India,BB,5,2.34,3.79,0.1353,198.91,,,0.069,0.0716,9.0,216.16,Senior Secured,Physical Plant,1,0.5318
CORP_372,Delta Telecom,Corporate,Technology,US,BBB,4,1.19,4.51,0.0455,30.57,,,0.0608,0.0671,1.1,66.09,Senior Secured,Real Estate,0,0.8084
CORP_373,Pacific Pharmaceuticals,Corporate,Telecom,US,A,3,0.97,5.09,0.2468,22.18,,,0.0377,0.0464,4.5,121.31,Senior Secured,Real Estate,0,0.6303
CORP_374,Quantum Enterprises,Corporate,Finance,India,A,3,1.15,7.27,0.3004,32.22,,,0.031,0.0311,1.4,54.61,Senior Unsecured,Unsecured,0,0.3527
CORP_375,Beacon Enterprises,Corporate,Utilities,South Africa,AAA,1,0.32,12.3,0.5,8.03,,,0.01,0.0191,3.3,21.09,Senior Secured,Financial Collateral,0,0.8734
CORP_376,Aero Holdings,Corporate,Energy,South Africa,BBB,4,1.08,7.23,0.1493,22.64,,,0.0587,0.0644,8.0,26.09,Senior Secured,Financial Collateral,0,0.8427
CORP_377,Nordic Utilities,Corporate,Technology,India,BBB,4,1.13,6.3,0.2144,138.68,,,0.0475,0.0508,7.8,34.26,Subordinated,Unsecured,0,0.2228
CORP_378,Dynamic Services,Corporate,Finance,Brazil,BB,5,3.19,2.84,0.0427,35.01,,,0.0627,0.0647,3.3,18.23,Senior Secured,Financial Collateral,0,0.834
CORP_379,Global Logistics,Corporate,Finance,India,BB,5,2.15,3.95,0.0673,95.28,,,0.0632,0.0664,8.3,12.02,Senior Unsecured,Unsecured,0,0.4579
CORP_380,Beacon Infrastructure,Corporate,Utilities,Germany,A,3,0.62,5.11,0.2179,64.93,,,0.0318,0.0381,7.1,43.68,Senior Unsecured,Unsecured,0,0.5086
CORP_381,Alpha Technologies,Corporate,Technology,South Africa,AAA,1,0.39,11.56,0.3481,137.85,,,0.0161,0.0196,4.1,5.0,Senior Secured,Real Estate,0,0.7449
CORP_382,Summit Energy,Corporate,Telecom,US,BB,5,2.81,2.93,0.1263,36.99,,,0.0706,0.076,5.3,14.08,Senior Unsecured,Unsecured,0,0.378
CORP_383,Global Industries,Corporate,Energy,Germany,BB,5,3.32,2.78,0.1642,84.53,,,0.0729,0.0771,10.0,21.99,Senior Unsecured,Unsecured,0,0.4271
CORP_384,Vertex Telecom,Corporate,Utilities,US,A,3,0.88,8.28,0.2917,31.37,,,0.0317,0.0371,9.8,207.39,Senior Unsecured,Unsecured,0,0.531
CORP_385,Nordic Logistics,Corporate,Finance,Brazil,BBB,4,1.5,2.69,0.28,24.44,,,0.0493,0.0543,1.5,28.09,Senior Unsecured,Unsecured,0,0.2239
CORP_386,Alpha Group,Corporate,Technology,UK,BB,5,2.71,3.94,0.0768,146.83,,,0.0568,0.06,5.2,21.17,Senior Unsecured,Unsecured,0,0.3766
CORP_387,Alpha Energy,Corporate,Telecom,Germany,BB,5,2.77,4.09,0.1325,39.46,,,0.0652,0.073,1.5,62.78,Senior Unsecured,Unsecured,0,0.4048
CORP_388,Global Infrastructure,Corporate,Energy,South Africa,BBB,4,1.23,4.57,0.1734,170.41,,,0.0503,0.0549,4.3,17.53,Senior Unsecured,Unsecured,0,0.3807
CORP_389,Crest Telecom,Corporate,Energy,UK,BBB,4,0.95,4.77,0.1603,144.72,,,0.0353,0.0407,8.7,7.2,Senior Unsecured,Unsecured,0,0.3055
CORP_390,Titan Enterprises,Corporate,Technology,Germany,BBB,4,1.0,4.97,0.105,40.33,,,0.0507,0.0559,5.5,41.34,Senior Secured,Physical Plant,0,0.5421
CORP_391,Global Holdings,Corporate,Energy,Brazil,AAA,1,0.4,12.17,0.5,47.76,,,0.01,0.0179,8.5,32.16,Senior Secured,Real Estate,0,0.8479
CORP_392,Crest Enterprises,Corporate,Technology,India,A,3,0.92,6.48,0.335,32.5,,,0.0347,0.0421,4.7,20.03,Senior Secured,Real Estate,0,0.6928
CORP_393,Core Holdings,Corporate,Finance,Germany,A,3,1.48,8.71,0.2719,37.04,,,0.0417,0.0487,6.7,21.17,Senior Unsecured,Unsecured,0,0.3778
CORP_394,United Services,Corporate,Energy,Brazil,BB,5,1.59,2.17,0.1435,77.0,,,0.0634,0.0686,6.1,22.87,Senior Secured,Physical Plant,0,0.6308
CORP_395,Global Industries,Corporate,Utilities,Brazil,AAA,1,0.27,13.65,0.5,94.16,,,0.0204,0.0255,5.8,53.43,Senior Unsecured,Unsecured,0,0.3907
CORP_396,Quantum Enterprises,Corporate,Technology,India,BBB,4,1.12,4.29,0.1499,69.36,,,0.054,0.0545,4.9,61.43,Senior Unsecured,Unsecured,0,0.4427
CORP_397,Synergy Industries,Corporate,Technology,South Africa,A,3,1.17,6.89,0.3594,41.59,,,0.0322,0.0394,7.2,15.09,Senior Unsecured,Unsecured,0,0.2189
CORP_398,Titan Industries,Corporate,Telecom,Germany,A,3,1.05,3.62,0.2265,27.47,,,0.0319,0.0386,2.7,85.65,Senior Secured,Real Estate,0,0.7508
CORP_399,Synergy Industries,Corporate,Finance,US,A,3,1.0,8.16,0.2218,50.69,,,0.0386,0.0465,1.0,64.19,Senior Unsecured,Financial Collateral,0,0.7964
CORP_400,Vertex Logistics,Corporate,Finance,US,BB,5,3.92,0.43,0.2361,28.64,,,0.0703,0.0752,5.7,34.19,Senior Unsecured,Unsecured,0,0.462
CORP_401,Quantum Enterprises,Corporate,Technology,UK,B,6,3.83,1.84,0.137,119.82,,,0.0914,0.0944,1.3,13.22,Senior Secured,Real Estate,0,0.7495
CORP_402,Nordic Enterprises,Corporate,Telecom,UK,BB,5,2.73,3.74,0.0404,5.88,,,0.0684,0.0784,3.5,128.87,Senior Unsecured,Unsecured,0,0.3908
CORP_403,Pacific Enterprises,Corporate,Telecom,UK,BBB,4,1.54,1.54,0.2283,474.25,,,0.0468,0.0514,7.2,49.5,Senior Secured,Real Estate,0,0.7191
CORP_404,United Services,Corporate,Finance,South Africa,BB,5,2.29,-1.63,0.1065,43.31,,,0.067,0.0716,3.5,172.51,Senior Secured,Financial Collateral,0,0.8318
CORP_405,United Telecom,Corporate,Technology,India,BB,5,2.36,5.36,0.0739,65.72,,,0.0723,0.0801,9.0,18.19,Senior Secured,Financial Collateral,0,0.8504
CORP_406,Global Enterprises,Corporate,Utilities,Germany,A,3,0.71,8.51,0.261,68.38,,,0.035,0.0422,4.9,122.23,Senior Secured,Financial Collateral,0,0.9059
CORP_407,United Infrastructure,Corporate,Finance,Germany,A,3,0.82,7.36,0.2999,59.28,,,0.0315,0.0378,5.5,23.69,Senior Unsecured,Unsecured,0,0.2851
CORP_408,Apex Technologies,Corporate,Technology,US,BBB,4,2.15,7.61,0.3027,5.0,,,0.0503,0.0543,5.9,46.67,Subordinated,Unsecured,0,0.1251
CORP_409,Dynamic Pharmaceuticals,Corporate,Energy,South Africa,AA,2,0.43,7.76,0.4504,36.48,,,0.0187,0.0233,3.4,13.6,Senior Unsecured,Unsecured,0,0.4024
CORP_410,Synergy Group,Corporate,Utilities,US,CCC/C,7,5.0,-2.0,-0.0383,185.7,,,0.1105,0.1172,6.1,56.84,Senior Secured,Real Estate,1,0.7298
CORP_411,Quantum Pharmaceuticals,Corporate,Technology,UK,BB,5,1.66,2.6,0.1303,42.46,,,0.0643,0.0696,8.3,50.19,Senior Secured,Financial Collateral,0,0.8395
CORP_412,Dynamic Pharmaceuticals,Corporate,Telecom,India,BB,5,3.34,1.38,-0.0171,24.34,,,0.0636,0.0689,1.4,7.13,Subordinated,Unsecured,0,0.0548
CORP_413,Global Group,Corporate,Energy,UK,BB,5,2.25,1.78,0.1663,246.26,,,0.0619,0.0671,2.3,12.92,Senior Unsecured,Unsecured,0,0.4418
CORP_414,Dynamic Resources,Corporate,Technology,Brazil,BBB,4,1.17,4.46,0.0184,48.67,,,0.0435,0.0492,4.9,55.24,Senior Secured,Physical Plant,0,0.5735
CORP_415,Crest Utilities,Corporate,Technology,UK,A,3,1.31,6.52,0.2051,78.05,,,0.039,0.0432,3.1,10.62,Senior Secured,Physical Plant,0,0.732
CORP_416,Vertex Enterprises,Corporate,Technology,Germany,B,6,2.2,1.21,0.1179,16.77,,,0.0934,0.0985,4.6,32.13,Senior Unsecured,Unsecured,0,0.5554
CORP_417,Titan Energy,Corporate,Utilities,India,BBB,4,1.26,5.3,0.279,169.66,,,0.0441,0.0473,6.9,13.01,Senior Unsecured,Unsecured,0,0.3644
CORP_418,Titan Services,Corporate,Utilities,UK,BBB,4,1.36,1.94,0.1161,24.57,,,0.0459,0.0488,3.3,87.54,Senior Unsecured,Unsecured,0,0.4915
CORP_419,Global Technologies,Corporate,Energy,Germany,A,3,1.25,5.67,0.3906,469.68,,,0.0389,0.0451,2.2,73.67,Senior Secured,Financial Collateral,0,0.7913
CORP_420,Titan Utilities,Corporate,Utilities,Brazil,BBB,4,1.4,4.19,0.1891,25.7,,,0.0492,0.0498,3.7,66.04,Senior Secured,Real Estate,0,0.7746
CORP_421,Core Logistics,Corporate,Finance,UK,BBB,4,1.67,2.77,0.3378,73.26,,,0.0431,0.0495,2.7,97.77,Senior Unsecured,Unsecured,0,0.3779
CORP_422,Aero Utilities,Corporate,Telecom,India,BBB,4,1.14,6.34,0.239,351.37,,,0.0519,0.0544,2.0,5.12,Senior Secured,Financial Collateral,0,0.9057
CORP_423,Dynamic Group,Corporate,Finance,Germany,BBB,4,1.33,3.25,0.0187,42.25,,,0.0469,0.0533,4.4,84.43,Senior Unsecured,Unsecured,0,0.3695
CORP_424,Pacific Holdings,Corporate,Technology,South Africa,BBB,4,1.51,4.53,0.1686,74.12,,,0.0431,0.0498,8.9,49.34,Senior Secured,Real Estate,0,0.7978
CORP_425,Delta Industries,Corporate,Telecom,US,A,3,1.02,9.99,0.293,20.74,,,0.0344,0.0406,3.9,59.93,Senior Unsecured,Financial Collateral,0,0.8567
CORP_426,Crest Enterprises,Corporate,Finance,UK,A,3,0.92,3.53,0.4139,93.33,,,0.0411,0.043,6.3,186.0,Senior Secured,Real Estate,0,0.7925
CORP_427,Dynamic Holdings,Corporate,Utilities,US,BB,5,3.31,3.21,0.0321,10.77,,,0.0588,0.063,1.6,39.04,Senior Secured,Real Estate,0,0.7515
CORP_428,Summit Utilities,Corporate,Finance,Germany,AA,2,0.5,14.17,0.358,190.81,,,0.0291,0.0318,5.9,48.54,Senior Unsecured,Unsecured,0,0.2814
CORP_429,Delta Industries,Corporate,Telecom,Brazil,A,3,0.79,8.16,0.2444,77.48,,,0.0357,0.0417,7.4,19.63,Senior Secured,Physical Plant,0,0.4672
CORP_430,Synergy Industries,Corporate,Utilities,India,BBB,4,2.15,6.03,0.0083,48.13,,,0.051,0.055,6.5,59.4,Senior Secured,Physical Plant,1,0.5934
CORP_431,Aero Energy,Corporate,Telecom,Germany,A,3,0.72,8.62,0.3204,33.91,,,0.0378,0.0423,8.6,49.6,Subordinated,Unsecured,0,0.1779
CORP_432,Quantum Infrastructure,Corporate,Telecom,US,BB,5,2.26,2.15,0.0821,69.42,,,0.0679,0.0708,1.8,17.66,Senior Unsecured,Unsecured,0,0.5028
CORP_433,Crest Technologies,Corporate,Telecom,Germany,BBB,4,1.06,5.95,0.1911,44.83,,,0.0452,0.0505,1.2,7.26,Senior Unsecured,Unsecured,0,0.353
CORP_434,Beacon Group,Corporate,Finance,US,A,3,0.75,7.23,0.3271,124.3,,,0.0391,0.0461,7.0,203.76,Senior Secured,Financial Collateral,0,0.8358
CORP_435,Beacon Enterprises,Corporate,Technology,South Africa,A,3,1.27,8.53,0.2509,141.0,,,0.0367,0.0447,8.9,143.77,Senior Unsecured,Unsecured,0,0.6229
CORP_436,United Industries,Corporate,Utilities,Germany,BBB,4,1.46,8.08,0.2144,45.67,,,0.0438,0.051,3.8,26.64,Senior Unsecured,Financial Collateral,0,0.8714
CORP_437,Helix Services,Corporate,Energy,Brazil,A,3,0.78,7.44,0.2851,36.74,,,0.0399,0.0462,4.1,34.74,Senior Secured,Real Estate,0,0.7367
CORP_438,Quantum Holdings,Corporate,Energy,India,AA,2,0.41,10.65,0.3099,70.21,,,0.0189,0.0232,2.0,63.58,Senior Secured,Financial Collateral,0,0.8547
CORP_439,Helix Infrastructure,Corporate,Finance,South Africa,AA,2,0.53,8.92,0.303,75.56,,,0.0193,0.025,7.6,26.56,Senior Unsecured,Unsecured,0,0.2502
CORP_440,Global Pharmaceuticals,Corporate,Technology,Brazil,A,3,0.74,7.58,0.1572,38.14,,,0.0308,0.0375,8.9,31.94,Senior Unsecured,Unsecured,0,0.4118
CORP_441,Delta Industries,Corporate,Energy,South Africa,A,3,0.97,6.18,0.4295,62.13,,,0.031,0.0337,4.0,35.81,Senior Unsecured,Unsecured,0,0.4017
CORP_442,Vertex Ventures,Corporate,Utilities,South Africa,B,6,3.86,0.24,-0.0682,77.63,,,0.0995,0.1027,7.5,23.67,Senior Secured,Real Estate,0,0.7131
CORP_443,Vanguard Pharmaceuticals,Corporate,Telecom,Brazil,A,3,1.22,7.03,0.2417,13.74,,,0.0331,0.0428,5.1,86.46,Senior Unsecured,Unsecured,0,0.2565
CORP_444,Crest Industries,Corporate,Energy,UK,BBB,4,1.5,2.55,0.0818,11.21,,,0.049,0.0535,1.3,184.58,Senior Secured,Physical Plant,0,0.629
CORP_445,Quantum Telecom,Corporate,Utilities,UK,BBB,4,1.76,3.3,0.1635,106.62,,,0.0416,0.0481,8.5,14.27,Senior Unsecured,Unsecured,0,0.403
CORP_446,Titan Infrastructure,Corporate,Energy,UK,AAA,1,0.21,13.53,0.2989,15.24,,,0.0204,0.0274,5.9,13.81,Senior Unsecured,Unsecured,0,0.5266
CORP_447,Titan Pharmaceuticals,Corporate,Technology,Brazil,BBB,4,2.48,4.43,0.2448,51.84,,,0.0614,0.065,8.4,26.42,Senior Unsecured,Unsecured,0,0.3851
CORP_448,Summit Telecom,Corporate,Finance,India,BB,5,1.82,2.79,0.1863,31.9,,,0.0665,0.0707,4.6,80.67,Senior Unsecured,Unsecured,0,0.3983
CORP_449,Aero Industries,Corporate,Technology,India,BBB,4,2.76,3.88,0.1877,23.26,,,0.0423,0.045,6.7,43.38,Senior Secured,Real Estate,0,0.7006
CORP_450,United Ventures,Corporate,Technology,Germany,BBB,4,1.02,6.14,0.0217,40.12,,,0.0518,0.0573,2.5,15.68,Senior Unsecured,Unsecured,0,0.3735
CORP_451,Global Utilities,Corporate,Utilities,UK,BBB,4,2.66,5.04,0.1777,78.15,,,0.0441,0.0484,5.2,25.35,Senior Secured,Real Estate,0,0.7551
CORP_452,Pacific Infrastructure,Corporate,Utilities,India,A,3,0.91,8.37,0.3448,147.68,,,0.0304,0.0367,2.9,15.23,Senior Unsecured,Unsecured,0,0.4559
CORP_453,Apex Services,Corporate,Telecom,US,BBB,4,1.68,5.65,0.2428,64.31,,,0.0411,0.0476,3.6,80.03,Senior Secured,Real Estate,0,0.8041
CORP_454,Synergy Utilities,Corporate,Telecom,UK,BBB,4,2.69,3.32,0.2553,20.23,,,0.0472,0.0553,6.6,75.28,Senior Unsecured,Unsecured,0,0.3915
CORP_455,Vanguard Utilities,Corporate,Utilities,South Africa,A,3,0.61,9.13,0.3079,78.91,,,0.0371,0.0431,3.4,39.33,Senior Secured,Financial Collateral,0,0.9043
CORP_456,Dynamic Energy,Corporate,Finance,US,AA,2,0.48,9.75,0.3525,64.72,,,0.0228,0.0304,4.0,31.91,Senior Unsecured,Unsecured,0,0.2733
CORP_457,Dynamic Infrastructure,Corporate,Telecom,India,A,3,0.79,7.85,0.2383,41.64,,,0.0333,0.0386,4.0,49.77,Senior Unsecured,Unsecured,0,0.2612
